name,reference product,ISIC_name,ISIC,CPC_name,CPC,prod_category,prod_sub_category,code,activity type,location,production amount,unit,priority
"weaving of synthetic fibre, for industrial use","weaving, synthetic fibre",Weaving of textiles,1312," Fishing rods and other line fishing tackle; fish landing nets, butterfly nets and similar nets; decoy ""birds"" […]",38450,ProcBio,Textile,78476308918bc9a7e45667929252cf8e,ordinary transforming activity,GLO,1.0,kilogram,0.0
"market for wooden board factory, organic bonded boards","wooden board factory, organic bonded boards",Construction of other civil engineering projects,4290, Other constructions for manufacturing,53269,,,bb5097472e5b692e5dfadf76eadcf6e5,market activity,GLO,1.0,unit,0.0
"market for photovoltaic mounting system, for 570kWp open ground module","photovoltaic mounting system, for 570kWp open ground module",Construction of utility projects,4220, Installation services of electrical machinery and apparatus n.e.c.,87360,,,f277556e2c24b544070cfbb962e19b51,market activity,GLO,1.0,square meter,0.0
"market for battery, Li-ion, NMC811, rechargeable, prismatic","battery, Li-ion, NMC811, rechargeable, prismatic",Manufacture of batteries and accumulators,2720, Primary cells and primary batteries,46410,MachElecTrans,Metal/electronic equipments and parts,8b1d0ac1620c59317a8ab06e5ac255f2,market activity,GLO,1.0,kilogram,0.0
"treatment of used refrigerant R-600a, final disposal",used refrigerant R-600a,Treatment and disposal of hazardous waste,3822, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,42f42e21b46c892c81952d7b55d206b3,ordinary transforming activity,GLO,-1.0,kilogram,0.0
"market for aircraft, passenger, medium haul","aircraft, passenger, medium haul",Manufacture of air and spacecraft and related machinery,3030, Aeroplanes and other powered aircraft of an unladen weight exceeding 2000 kg,49623,MachElecTrans,Transport vehicles,35935425bd69ed771724fe4b2e100eff,market activity,GLO,1.0,unit,0.0
"market for nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX","nuclear fuel element, for boiling water reactor, UO2 4.0% & MOX",Manufacture of basic chemicals,2011," Fuel elements (cartridges), non-irradiated, for nuclear reactors",33710,OreMinFuel,"Ores, minerals & fuels",8da4e9ace97bf162e568871008d200a8,market activity,GLO,1.0,kilogram,0.0
"market for bagasse, from sweet sorghum","bagasse, from sweet sorghum",Manufacture of basic chemicals,2011, Bagasse,39141,WasteTreatment,Waste treatment & disposal,9b24d0c8d49f8028dc464d5b02b668fe,market activity,GLO,-1.0,kilogram,0.0
wheat bran to generic market for energy feed,wheat bran,Manufacture of prepared animal feeds,1080," Groats, meal and pellets of wheat and other cereals",23130,ProcBio,"Food & beverages, animal feed",833fa8f82af46a026d63bc0f528b4539,ordinary transforming activity,RoW,1.0,kilogram,0.0
"market for ventilation duct, elbow 90°, steel, 100x50 mm","ventilation duct, elbow 90°, steel, 100x50 mm",Manufacture of other general-purpose machinery,2819, Parts of the following appliances,44831,MachElecTrans,Metal/electronic equipments and parts,d5549b9d7ad18c92966455c6a5bd247b,market activity,GLO,1.0,unit,0.0
"potassium carbonate production, from potassium hydroxide",potassium carbonate,Manufacture of basic chemicals,2011, Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.,34240,Chemical,Chemical products,f24c6bdff588f6b52a539dd268c4ecc9,ordinary transforming activity,GLO,1.0,kilogram,0.0
"market for impact extrusion of steel, warm, 5 strokes","impact extrusion of steel, warm, 5 strokes","Forging, pressing, stamping and roll-forming of metal; powder metallurgy",2591," Metal forging, pressing, stamping, roll forming and powder metallurgy services",89330,MetalAlloy,"Basic metals & alloys, their semi-finished products",d1ed26b24e60e3ebc9d82168f02570f0,market activity,GLO,1.0,kilogram,0.0
"market for wood preservation, dipping/immersion method, organic solvent-based, indoor use, dry","wood preservation, dipping/immersion method, organic solvent-based, indoor use, dry",Sawmilling and planing of wood,1610, Painting services,54730,,,52f78cb2aaa748d625cef3ef948d09aa,market activity,GLO,1.0,kilogram,0.0
"market for single-Si wafer, for electronics","single-Si wafer, for electronics",Manufacture of electronic components and boards,2610, Parts for the goods of subclasses 47140 to 47160,47173,MachElecTrans,Metal/electronic equipments and parts,a2b363bb62ce98e668820053106bc798,market activity,GLO,1.0,square meter,0.0
"fishmeal and fish oil production, 65-67% protein","fishmeal, 65-67% protein","Processing and preserving of fish, crustaceans and molluscs",1020," Flours, meals and pellets, inedible, of fish, crustaceans, molluscs or other aquatic invertebrates",21291,ProcBio,"Food & beverages, animal feed",85c24377f19fe0f1e65c5dfd13ec9135,ordinary transforming activity,RoW,1.0,kilogram,0.0
"market for antimony slag, desulfurised","antimony slag, desulfurised",Treatment and disposal of hazardous waste,3822, Waste and scrap of antimony and chromium,39368,WasteTreatment,Waste treatment & disposal,404a74ad99fac2d7097ea046751ce585,market activity,GLO,-1.0,kilogram,0.0
"market for used powertrain from electric passenger car, manual dismantling","used powertrain from electric passenger car, manual dismantling",Materials recovery,3830, Other wastes n.e.c.,39990,WasteTreatment,Waste treatment & disposal,2c992f2360645a430f5fb8f75b52f5b1,market activity,GLO,-1.0,kilogram,0.0
"market for used double glazing, U<1.1W/m2K, laminated safety glass","used double glazing, U<1.1W/m2K, laminated safety glass",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,fb3c47a657d1687141bfbd254da71bc0,market activity,GLO,-1.0,square meter,0.0
market for spent nuclear fuel,spent nuclear fuel,Treatment and disposal of hazardous waste,3822, Spent (irradiated) fuel elements (cartridges) of nuclear reactors,33720,OreMinFuel,"Ores, minerals & fuels",ae2dcaec721b1234b2ccb8ef02b575b9,market activity,GLO,-1.0,kilogram,0.0
market for gold,gold,Mining of other non-ferrous metal ores,0729," Gold (including gold plated with platinum), unwrought or in semi-manufactured forms, or in powder form",41320,MetalAlloy,"Basic metals & alloys, their semi-finished products",ec8e5749f7f3f375ce7eae79780ed547,market activity,GLO,1.0,kilogram,0.0
market for gluing mill,gluing mill,Construction of other civil engineering projects,4290," Herbicides, anti-sprouting products and plant-growth regulators",34663,Chemical,Chemical products,ce6488e3daee292289d7a29dd2d66bfd,market activity,GLO,1.0,unit,0.0
"transformer production, low voltage use","transformer, low voltage use","Manufacture of electric motors, generators, transformers and electricity di",2710, Electrical transformers,46121,MachElecTrans,Metal/electronic equipments and parts,2c891db12fa44de0133f5fc8416046e0,ordinary transforming activity,GLO,1.0,kilogram,0.0
"market for phosphoric acid factory, fertiliser grade","phosphoric acid factory, fertiliser grade",Construction of buildings,4100, Other constructions for manufacturing,53269,,,af690963ca5f1281f2c6ba80759b5c0b,market activity,GLO,1.0,unit,0.0
"treatment of antimony slag, desulfurised, residual material landfill","antimony slag, desulfurised",Treatment and disposal of hazardous waste,3822, Waste and scrap of antimony and chromium,39368,WasteTreatment,Waste treatment & disposal,b253e1f52620d8fb3221b112590fb57b,ordinary transforming activity,GLO,-1.0,kilogram,0.0
market for petroleum refinery,petroleum refinery,Construction of other civil engineering projects,4290, Other civil engineering works,53290,,,132eeb256d778fdf6a4e37e4b3b8d66b,market activity,GLO,1.0,unit,0.0
"market for used double glazing, U<1.1W/m2K","used double glazing, U<1.1W/m2K",Treatment and disposal of non-hazardous waste,3821, Wastes or scraps,39000,WasteTreatment,Waste treatment & disposal,46417fca5a25210411fda8d95f60fc0a,market activity,GLO,-1.0,square meter,0.0
market for pump station,pump station,Construction of utility projects,4220," General construction services of aqueducts and other water supply conduits, except pipelines",54231,,,7739c16d5fbb2431cc5fc9a080c325fd,market activity,GLO,1.0,unit,0.0
"market for potato seed, organic, for setting","potato seed, organic, for setting",Seed processing for propagation,0164," Vegetable seeds, except beet seeds",1260,AgriForeAnim,Agricultural and forestry products,c14bf37e20a1f4143e5781b9aa90127b,market activity,GLO,1.0,kilogram,0.0
market for amine oxide,amine oxide,"Manufacture of soap and detergents, cleaning and polishing preparations, pe",2023," Organic surface active agents, except soap",35310,Chemical,Chemical products,4de1aedd1e2eb9d00b7348a8937b39f4,market activity,GLO,1.0,kilogram,0.0
"market for landed tuna, frozen, EPO","landed tuna, frozen, EPO",Marine fishing,0311," Tunas, skipjack or stripe-bellied bonito, frozen",21215,ProcBio,"Food & beverages, animal feed",a1e0231dbc1a6f381a87d744b476e4cc,market activity,GLO,1.0,kilogram,0.0
"market for planning, cogen unit mini CHP plant","planning, cogen unit mini CHP plant",Architectural and engineering activities and related technical consultancy,7110," Professional, technical and business services (except research, development, legal and accounting services)",83000,,,fb243f1ccfc60df8afa893d6888aaa44,market activity,GLO,1.0,unit,0.0
"market for room-connecting overflow element, steel, approx. 40 m3/h","room-connecting overflow element, steel, approx. 40 m3/h",Manufacture of other general-purpose machinery,2819, Parts of the following appliances,44831,MachElecTrans,Metal/electronic equipments and parts,6cd10a2376f17247b21e5c4cc2d7717a,market activity,GLO,1.0,unit,0.0
"fishmeal and fish oil production, 63-65% protein, from fresh anchovy and fish residues",fish residues,"Processing and preserving of fish, crustaceans and molluscs",1020," Fish fillets and fish meat (whether or not minced), fresh or chilled",21221,ProcBio,"Food & beverages, animal feed",7c8e84e6d858b263280f2a19903d14d2,ordinary transforming activity,RoW,1.0,kilogram,0.0
market for atrazine,atrazine,Manufacture of pesticides and other agrochemical products,2021," Herbicides, anti-sprouting products and plant-growth regulators",34663,Chemical,Chemical products,146b79f58f6b5b43a7ac7f25a581c70d,market activity,GLO,1.0,kilogram,0.0
"market for steel removed by turning, average, computer numerical controlled","steel removed by turning, average, computer numerical controlled",Treatment and coating of metals; machining,2592," Slag, dross, scalings and other waste from the manufacture of iron or steel",39310,WasteTreatment,Waste treatment & disposal,78e13b8d2327f78665884a04c80c2dcd,market activity,GLO,1.0,kilogram,0.0
"smelting and refining of nickel concentrate, 16% Ni","nickel, class 1",Manufacture of basic precious and other non-ferrous metals,2420, Unwrought nickel,41422,MetalAlloy,"Basic metals & alloys, their semi-finished products",6683330727bc08138a3784d5bd4081de,ordinary transforming activity,GLO,1.0,kilogram,0.0
"tanker production, for liquefied natural gas","tanker, for liquefied natural gas",Building of ships and floating structures,3011, Tankers (ships),49312,MachElecTrans,Transport vehicles,3fc309e67debe0d6946e2bacb0dfdd9e,ordinary transforming activity,GLO,1.0,unit,0.0
"market for onshore well, oil/gas","onshore well, oil/gas",Support activities for petroleum and natural gas extraction,0910, Support services to oil and gas extraction,86211,,,aa242563c1a882beb1b28f610b8d856b,market activity,GLO,1.0,meter,0.0
treatment of Cu-based antifouling paint emissions,antifouling paint emissions,Marine fishing,0311, Hazardous pesticides,34666,Chemical,Chemical products,56cfee8c177b26cb11d68080544cfa7f,ordinary transforming activity,RoW,-1.0,kilogram,0.0
"market for iron(III) chloride, without water, in a 12% iron solution state","iron(III) chloride, without water, in a 12% iron solution state",Manufacture of basic chemicals,2011, Phosphates of triammonium; salts and peroxysalts of inorganic acids and metals n.e.c.,34240,Chemical,Chemical products,2a5670c75a7c979a6982f640c6a923aa,market activity,GLO,1.0,kilogram,0.0
"resistor production, wirewound, through-hole mounting","resistor, wirewound, through-hole mounting",Manufacture of electronic components and boards,2610, Electrical resistors (except heating resistors),47120,MachElecTrans,Metal/electronic equipments and parts,9d7959ef6e528fbf989fac0032eff585,ordinary transforming activity,GLO,1.0,kilogram,0.0
"market for maintenance, electric bicycle","maintenance, electric bicycle","Sale, maintenance and repair of motorcycles and related parts and accessori",4540, Maintenance and repair services of motor vehicles,87141,,,de83c24653fc4ee6f1f0963fb34258b6,market activity,GLO,1.0,unit,0.0
"market for delimbing/sorting, excavator-based processor","delimbing/sorting, excavator-based processor",Logging,0220, Support and operation services to forestry and logging,86140,,,71394087885da8a7c121d28700a7c2b0,market activity,GLO,1.0,hour,0.0
market for keyboard,keyboard,Manufacture of computers and peripheral equipment,2620," Input peripherals (keyboard, joystick, mouse etc.)",45261,MachElecTrans,Metal/electronic equipments and parts,d52071216d1d8c02d45b201c1e87a5bd,market activity,GLO,1.0,unit,0.0
market for purified terephthalic acid,purified terephthalic acid,Manufacture of plastics and synthetic rubber in primary forms,2013, Plastics in primary forms,34700,PlastRub,Plastics & rubber products,7cb07083ef85b9e2a5a4b3440a805405,market activity,GLO,1.0,kilogram,0.0
"tap water production, seawater reverse osmosis, conventional pretreatment, enhance module, single stage",tap water,"Water collection, treatment and supply",3600, Natural water,18000,Chemical,Chemical products,1acbd61774d7a57bffd1adaa9630c7c0,ordinary transforming activity,GLO,1.0,kilogram,0.0
"printed wiring board production, for surface mounting, Pb containing surface","printed wiring board, for surface mounting, Pb containing surface",Manufacture of electronic components and boards,2610, Printed circuits,47130,MachElecTrans,Metal/electronic equipments and parts,f7931eb234e9e270bfd3d7e67602125c,ordinary transforming activity,GLO,1.0,square meter,0.0
sodium arsenide production from Imperial smelting furnace,sodium arsenide,Manufacture of basic chemicals,2011, Basic inorganic chemicals n.e.c.,34200,Chemical,Chemical products,a380afc5b10758b78099df50c644aa9b,ordinary transforming activity,GLO,1.0,kilogram,0.0
market for cabbage red,cabbage red,"Growing of vegetables and melons, roots and tubers",0113, Cabbages,1212,AgriForeAnim,Agricultural and forestry products,06c086e1679378a2cc49975e42115266,market activity,GLO,1.0,kilogram,0.0
small pelagic fish to generic market for marine fish,"small pelagic fish, fresh",Marine fishing,0311," Other wild pelagic fish, live, fresh or chilled",4261,AgriForeAnim,"Live animal, fish and their products",1bc02ce0a63be6dfca81c5b973c80ddf,ordinary transforming activity,GLO,1.0,kilogram,0.0
market for ytterbium oxide,ytterbium oxide,Mining of other non-ferrous metal ores,0729," Compounds of rare earth metals, of yttrium or of scandium",34290,Chemical,Chemical products,4ba5ce43aeb59c0b052854475c0969e4,market activity,GLO,1.0,kilogram,0.0
"market for transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, freezing","transport, freight, lorry with refrigeration machine, 3.5-7.5 ton, EURO4, R134a refrigerant, freezing",Freight transport by road,4923, Road transport services of freight by refrigerator vehicles,65111,OreMinFuel,"Ores, minerals & fuels",d504169d4ac5c016822d8cdc86e71ee2,market activity,GLO,1.0,ton kilometer,0.0
heavy mineral sand quarry operation,zircon,Mining of other non-ferrous metal ores,0729, Other non-ferrous metals and articles thereof (including waste and scrap of some metals); cermets and articles […],41600,MetalAlloy,"Basic metals & alloys, their semi-finished products",5b555588a4140d583ee252364b5859b5,ordinary transforming activity,RoW,1.0,kilogram,0.0
"helium, crude stockpiling","helium, crude stockpiling",Manufacture of basic chemicals,2011," Chemical elements n.e.c.; inorganic acids except phosphoric, nitric and sulphonitric; inorganic oxygen compoun[…]",34231,Chemical,Chemical products,41f2013544f89625fae728a4c3af728e,ordinary transforming activity,RoW,1.0,kilogram,0.0
ethephon production,ethephon,Manufacture of basic chemicals,2011," Herbicides, anti-sprouting products and plant-growth regulators",34663,Chemical,Chemical products,1eb7784b3f1eadc883781a4e31fc634d,ordinary transforming activity,GLO,1.0,kilogram,0.0
